3 1644
0.0331236 -0.00199844 0.0119064
0.00938295 0.0309232 0.0119171
-0.133765 -0.025359 0.0119771
-0.0809133 -0.12862 0.0120424
-0.0338491 -0.133181 0.011988
0.0214154 -0.133285 0.0119314
-0.103119 -0.0908008 0.0120151
-0.0801614 0.0578464 0.0119442
-0.0403942 0.00747885 0.0119384
0.0237945 -0.133301 0.0313049
0.0134277 -0.111453 0.0119342
-0.0635867 -0.133141 0.0120204
-0.089687 -0.00180906 0.0119591
0.0238235 -0.0339766 0.0119105
-0.0846849 -0.108219 0.0120246
-0.00264792 -0.0161334 0.0119242
-0.057924 -0.0574823 0.0119697
-0.0974605 -0.047944 0.011982
0.00506265 -0.061046 0.0119273
-0.0252868 -0.0614015 0.0119493
-0.0791418 -0.0818748 0.011999
-0.00778352 -0.0975316 0.0119497
0.317643 -0.0346206 -0.128087
0.181645 0.0882511 -0.113311
0.181648 0.00244493 -0.111645
0.181658 -0.0346196 -0.103138
0.24369 -0.0346187 -0.119723
-0.0710926 0.18471 -0.0547572
0.0627646 0.18467 -0.0345552
-0.111371 0.184706 -0.144167
-0.120405 0.184686 -0.229039
-0.137556 0.184673 -0.292165
-0.1597 0.184664 -0.371669
-0.156579 0.184662 -0.394578
-0.128095 0.184661 -0.391403
-0.0993367 0.18466 -0.391779
-0.0709357 0.184658 -0.396699
-0.0463358 0.184657 -0.400926
-0.0245802 0.184656 -0.404669
0.120825 0.184647 -0.0830189
-0.0111101 0.184656 -0.394179
-0.015717 0.184656 -0.3702
-0.0142236 0.184657 -0.345277
0.131543 0.184641 -0.130518
0.0213652 0.184661 -0.229942
0.0670627 0.184649 -0.304877
-0.149451 0.184734 -0.0639051
-0.00188382 0.184689 -0.0445511
-0.0185655 0.184658 -0.319043
-0.151308 0.184667 -0.339367
0.0813485 0.18466 -0.0740962
0.031607 0.184666 -0.159314
0.024079 0.184655 -0.304588
0.052103 0.184652 -0.274897
-0.111735 0.184666 -0.32588
-0.0431404 0.184679 -0.198308
-0.0684307 0.184671 -0.268735
-0.0665168 0.184662 -0.324058
0.0365826 0.184672 -0.0899897
0.0827708 0.184655 -0.122099
-0.13472 0.184663 -0.365563
-0.104632 0.184661 -0.362658
-0.0758031 0.184659 -0.369428
-0.0539698 0.184657 -0.381112
-0.0316909 0.184656 -0.385127
-0.0414037 0.184658 -0.355238
-0.0101577 0.18466 -0.28333
-0.0258051 0.184688 -0.114557
0.391654 -0.15485 0.24282
0.39165 -0.175578 0.223757
0.391568 -0.147299 -0.065442
0.391553 -0.0906311 -0.136972
0.391559 -0.0983014 -0.0850765
0.391573 -0.132547 -0.0269094
0.391561 -0.147554 -0.120554
0.374172 -0.16824 -0.326712
0.0675976 -0.0753305 -0.326775
0.0985026 -0.151484 -0.326756
0.0340423 -0.0423904 -0.326785
0.0310403 -0.083568 -0.326779
0.0269137 -0.126338 -0.326774
0.0229946 -0.165538 -0.326773
0.0473534 -0.185495 -0.326768
0.0831207 -0.181506 -0.326759
0.143753 -0.175791 -0.326742
0.0693742 -0.0330198 -0.326783
0.043213 0.00275954 -0.326792
0.0616062 -0.116707 -0.326768
0.0554516 -0.153186 -0.326767
0.110104 -0.0309565 -0.015489
0.110122 -0.0621397 -0.0171209
-0.291728 -0.213661 -0.0610684
-0.218824 -0.21365 -0.0386059
-0.160757 -0.213642 -0.0285478
-0.115034 -0.213638 -0.0160635
-0.0663892 -0.213628 -0.00212783
-0.0346131 -0.213621 0.0551417
0.000354317 -0.213605 0.130818
0.0779029 -0.213551 0.174189
0.193014 -0.213415 0.207026
0.289019 -0.213295 0.218827
0.348165 -0.213251 0.225543
0.337882 -0.213223 0.181103
0.332654 -0.213174 0.131587
0.330588 -0.213103 0.0752778
0.339204 -0.213048 0.0326587
0.343039 -0.213043 -0.0070864
0.341321 -0.213083 -0.0609297
0.34329 -0.213102 -0.12753
0.340591 -0.213092 -0.192924
0.345482 -0.213063 -0.249559
0.352766 -0.213038 -0.2933
0.00111964 -0.213472 -0.298328
0.0760555 -0.21343 -0.287527
0.182992 -0.213295 -0.279325
0.30533 -0.213091 -0.284932
-0.0258824 -0.213475 -0.340532
-0.206423 -0.213635 -0.0887533
-0.140639 -0.213577 -0.144271
-0.125336 -0.213516 -0.23294
-0.138757 -0.213492 -0.299808
-0.160888 -0.213478 -0.366259
-0.165317 -0.213476 -0.391054
-0.159592 -0.213475 -0.405535
-0.137861 -0.213475 -0.402569
-0.077495 -0.213474 -0.390808
-0.0402244 -0.213473 -0.400046
-0.017195 -0.213473 -0.392837
-0.0212642 -0.213474 -0.368352
-0.0347068 -0.213479 -0.308664
0.0369031 -0.213457 -0.293602
0.123553 -0.21338 -0.281032
0.24595 -0.213188 -0.278849
-0.151243 -0.213483 -0.338003
-0.111998 -0.213475 -0.39686
-0.156781 -0.213624 -0.0758358
-0.109369 -0.21362 -0.0555931
-0.0710894 -0.213619 -0.0308396
0.0997396 -0.213512 0.0661725
-0.133988 -0.213479 -0.358965
-0.0267025 -0.213608 -0.00387324
0.212455 -0.213256 -0.232769
0.266161 -0.21329 0.166356
0.272539 -0.213231 0.110997
0.26527 -0.213202 0.0643011
0.285535 -0.213135 0.0184376
0.277914 -0.213153 -0.0273789
0.279045 -0.213169 -0.0896043
0.288454 -0.213157 -0.159041
0.285233 -0.21314 -0.228931
0.0938984 -0.21342 -0.237313
-0.0344175 -0.213488 -0.268982
0.00857576 -0.213474 -0.266021
-0.109974 -0.213482 -0.334178
-0.105201 -0.213476 -0.370404
-0.148452 -0.213476 -0.39215
-0.0471224 -0.213474 -0.378555
0.021273 -0.213585 0.0407244
-0.06572 -0.21348 -0.329199
-0.0777229 -0.213543 -0.168856
-0.0854414 -0.213491 -0.288738
-0.12963 -0.213476 -0.383023
0.151693 -0.213351 -0.229815
0.0464298 -0.213457 -0.249281
0.187799 -0.213388 0.119537
-0.148099 -0.213477 -0.376993
-0.0474023 -0.213476 -0.355227
-0.0886919 -0.213584 -0.107053
-0.0618463 -0.213509 -0.225855
0.239838 -0.213226 -0.182077
-0.0447458 -0.213592 -0.0624678
0.112252 -0.213416 -0.174294
0.204738 -0.213307 0.0254766
0.210705 -0.213286 -0.05013
0.225208 -0.213258 -0.121588
-0.00493555 -0.213491 -0.225543
0.179497 -0.213323 -0.172382
0.0174434 -0.213565 -0.0347035
0.13407 -0.213429 -0.0178391
-0.0762047 -0.213476 -0.360594
-0.00869076 -0.213548 -0.105808
-0.0115008 -0.213515 -0.172377
0.0592334 -0.213486 -0.129531
0.0719803 -0.2135 -0.0640868
0.0510209 -0.213468 -0.194271
0.143709 -0.213393 -0.0991411
0.0719454 -0.213522 -0.00215208
0.124942 -0.133542 0.0389996
0.139787 -0.133583 0.0718655
0.22111 -0.133787 0.124878
0.30774 -0.133893 0.189094
0.363377 -0.133924 0.213085
0.323527 -0.134175 0.050227
0.33497 -0.133979 0.155537
0.103917 -0.133476 0.0244311
0.17432 -0.133676 0.0953201
0.268651 -0.133858 0.160803
0.333585 -0.133902 0.210341
0.241065 -0.133916 0.0648454
0.176253 -0.133714 0.0489274
0.308373 -0.134031 0.106209
0.353449 -0.133947 0.187714
-0.180728 0.107051 -0.129597
-0.180641 0.120439 -0.23954
-0.180625 0.146169 -0.346211
-0.180613 0.158257 -0.417083
-0.137761 0.161126 -0.417094
-0.0778711 0.160523 -0.417099
-0.0301824 0.165668 -0.417099
0.00324678 0.170002 -0.417093
0.00325932 0.162389 -0.372632
0.00327158 0.162928 -0.34885
-0.261367 0.0666629 -0.129602
-0.253969 -0.0277655 -0.129652
-0.261174 -0.11842 -0.12969
0.00322995 0.0851399 -0.350047
0.00317541 0.0284021 -0.357639
0.00311772 -0.0291874 -0.354207
-0.180729 -0.0974384 -0.129741
-0.180681 -0.166655 -0.299977
-0.180674 -0.180543 -0.336505
-0.180665 -0.191905 -0.387622
-0.180661 -0.19555 -0.40496
-0.180658 -0.197738 -0.417108
-0.156399 -0.197246 -0.417112
-0.136443 -0.19288 -0.417114
-0.0799803 -0.183343 -0.417117
-0.043621 -0.181535 -0.417116
-0.0171953 -0.189797 -0.417112
0.00302468 -0.196638 -0.392299
0.00302587 -0.188435 -0.376569
-0.0178948 0.144913 -0.417098
0.00324605 0.143745 -0.392757
0.00323667 0.119727 -0.388733
-0.0188877 0.0973312 -0.417098
0.00322104 0.0946119 -0.391814
0.00320348 0.0718293 -0.395782
-0.0234656 0.0457594 -0.4171
0.00318745 0.0490079 -0.38623
0.00316388 0.023841 -0.390499
-0.0159215 0.00358743 -0.417101
0.00314131 0.000726665 -0.397488
0.00312369 -0.01804 -0.39653
-0.0219953 -0.0362232 -0.417105
0.00310434 -0.0403701 -0.396968
0.00308629 -0.0632243 -0.389956
-0.0224218 -0.0874321 -0.417109
0.0030677 -0.0892316 -0.386444
0.00304987 -0.118842 -0.386645
-0.0233025 -0.139419 -0.417112
0.00303844 -0.143158 -0.391335
-0.180682 0.11088 -0.168722
-0.18063 0.124834 -0.30301
-0.180621 0.154497 -0.380874
-0.160116 0.16181 -0.417089
-0.109926 0.159295 -0.417097
-0.0512953 0.163753 -0.4171
-0.0130752 0.166184 -0.417097
0.00325099 0.165011 -0.395384
-0.180693 -0.128221 -0.236247
0.00325597 0.135783 -0.361199
0.00320413 0.0571871 -0.353411
0.00314504 -0.00218686 -0.35144
0.00307462 -0.0787246 -0.360832
0.00305265 -0.110977 -0.359166
0.00303845 -0.141523 -0.36705
-0.180669 -0.187442 -0.365639
0.00302117 -0.193554 -0.417107
-0.113518 -0.181405 -0.417116
-0.0185555 0.119473 -0.417098
-0.0203076 0.0713803 -0.417099
-0.0201455 0.0226878 -0.4171
-0.0219904 -0.0146189 -0.417104
-0.021072 -0.0596403 -0.417107
-0.023212 -0.115588 -0.417111
-0.019366 -0.164138 -0.417112
0.00303104 -0.162158 -0.399035
-0.0428724 -0.0223312 -0.417106
-0.180624 0.123986 -0.372669
-0.0385895 0.148457 -0.4171
-0.0584338 0.137288 -0.4171
-0.130427 0.133889 -0.417095
-0.180665 -0.166514 -0.380001
-0.18068 -0.040504 -0.21068
-0.0417191 0.0312115 -0.417103
-0.180703 0.0215403 -0.129658
-0.0346618 0.131806 -0.4171
-0.0950113 0.136374 -0.417098
0.00302616 -0.171838 -0.355542
-0.0421034 0.111546 -0.4171
-0.0962401 -0.152409 -0.417115
-0.180658 -0.183812 -0.417107
-0.165554 -0.182619 -0.41711
-0.150045 -0.181395 -0.417112
-0.0521012 0.0863358 -0.417101
0.00302727 -0.17914 -0.394612
-0.180628 0.108848 -0.344426
0.00315289 0.00867986 -0.374145
-0.0488481 -0.1036 -0.417112
0.0032145 0.0773371 -0.373986
-0.0462705 0.0565225 -0.417102
-0.0448642 -0.0463334 -0.417108
-0.0381069 0.00428817 -0.417104
-0.0449313 -0.131285 -0.417114
0.00313341 -0.0113012 -0.375395
-0.0469484 -0.075482 -0.41711
0.00309801 -0.050722 -0.368843
0.0030246 -0.171886 -0.417107
0.00303093 -0.165141 -0.379657
-0.180661 0.045946 -0.211468
-0.18064 0.0685459 -0.27713
-0.180671 -0.136632 -0.328666
-0.0631523 -0.154626 -0.417115
0.00323663 0.105002 -0.367174
0.00311502 -0.0305735 -0.379097
-0.152189 0.144047 -0.417092
-0.180668 -0.154199 -0.357276
-0.180618 0.134443 -0.397297
-0.180612 0.139498 -0.417086
-0.180667 -0.0640813 -0.280281
-0.180674 -0.116489 -0.296202
-0.126432 -0.149028 -0.417113
-0.180661 -0.172713 -0.399199
-0.0697286 -0.0324474 -0.417107
-0.07413 0.111227 -0.4171
-0.115334 -0.125002 -0.417112
-0.0612007 0.0168853 -0.417104
-0.0389994 -0.155018 -0.417114
-0.180661 -0.0829426 -0.33328
-0.180615 0.119932 -0.417085
-0.0772104 -0.090453 -0.417112
-0.180621 0.110726 -0.393955
-0.078728 -0.122142 -0.417114
-0.18066 -0.150515 -0.394197
-0.180654 0.00125977 -0.272234
-0.159781 0.12421 -0.41709
-0.0662497 -0.00705293 -0.417105
-0.180656 -0.169137 -0.417107
-0.112134 0.111882 -0.417097
-0.0740758 -0.059578 -0.417109
-0.0914344 0.0890891 -0.4171
-0.14149 -0.125679 -0.41711
-0.0781644 0.0637519 -0.417101
-0.151476 -0.146322 -0.41711
-0.180626 0.0969592 -0.372865
-0.157924 -0.166787 -0.41711
-0.0697265 0.0383182 -0.417102
-0.180631 0.0781089 -0.353123
-0.180629 0.0631758 -0.378846
-0.142003 0.107654 -0.417094
-0.0997489 -0.0434553 -0.417107
-0.180662 -0.137704 -0.376584
-0.180634 0.0764178 -0.321391
-0.13507 -0.104413 -0.417109
-0.107928 -0.098639 -0.417111
-0.180617 0.10195 -0.417085
-0.124065 0.0894915 -0.417097
-0.104041 -0.0732206 -0.417109
-0.180656 -0.154466 -0.417104
-0.180663 -0.116948 -0.357725
-0.180623 0.0870559 -0.394847
-0.180656 -0.140467 -0.406138
-0.180657 -0.109422 -0.381595
-0.0924902 0.0142682 -0.417103
-0.0956075 -0.0156376 -0.417105
-0.137324 -0.168488 -0.417113
-0.157622 -0.108907 -0.417107
-0.180636 0.0466335 -0.35181
-0.164514 0.108435 -0.41709
-0.144445 0.0863635 -0.417094
-0.180643 0.0282709 -0.31689
-0.109325 0.0655916 -0.417099
-0.164029 -0.126124 -0.417107
-0.180651 -0.025334 -0.329871
-0.169625 -0.154946 -0.417107
-0.180651 -0.0512273 -0.36556
-0.180655 -0.0835862 -0.371429
-0.180657 -0.129167 -0.395316
-0.155379 -0.0888445 -0.417105
-0.130886 -0.0823689 -0.417108
-0.180647 -0.0619111 -0.391324
-0.170285 0.0956489 -0.417089
-0.180649 -0.112451 -0.417103
-0.13567 0.0683598 -0.417097
-0.180645 -0.0191506 -0.37186
-0.180634 0.0320134 -0.379559
-0.180652 -0.140587 -0.417104
-0.118993 0.00100039 -0.417102
-0.180652 -0.109549 -0.402127
-0.180649 -0.0852657 -0.397287
-0.180651 -0.126226 -0.417102
-0.156381 0.09688 -0.417092
-0.180641 0.0112263 -0.355855
-0.101155 0.0409455 -0.417101
-0.180623 0.0656763 -0.401109
-0.156138 0.0714392 -0.417093
-0.128308 0.0458606 -0.417098
-0.165321 0.0832216 -0.417091
-0.1222 0.0238526 -0.4171
-0.125847 -0.0280116 -0.417104
-0.127319 -0.0569193 -0.417106
-0.180638 0.00432618 -0.387981
-0.180644 -0.0359697 -0.392046
-0.152445 0.0522376 -0.417095
-0.180645 -0.096999 -0.417102
-0.180639 -0.0461924 -0.417093
-0.180638 -0.0768271 -0.417099
-0.180637 -0.0262805 -0.417093
-0.180618 0.083467 -0.417087
-0.18064 -0.0645418 -0.417096
-0.180617 0.0670076 -0.417089
-0.180629 0.0192454 -0.417088
-0.144602 0.0311133 -0.417097
-0.147405 -0.0444453 -0.417102
-0.180621 0.0507103 -0.41709
-0.163713 -0.0358424 -0.417098
-0.148264 -0.0232749 -0.4171
-0.150105 -0.0684919 -0.417104
-0.137943 -0.00784123 -0.4171
-0.156276 -0.00291119 -0.417097
-0.180628 0.0441711 -0.398239
-0.140287 0.0116275 -0.417099
-0.180632 -0.00319762 -0.417091
-0.164679 -0.0173985 -0.417096
-0.166424 -0.0551258 -0.417099
-0.180625 0.0338204 -0.41709
-0.16001 0.018497 -0.417095
-0.162105 0.0367021 -0.417094
-0.18064 -0.0168653 -0.395363
0.102265 0.133424 -0.245359
0.340571 -0.122485 -0.2718
0.102251 0.141076 -0.297469
0.102297 0.0878794 -0.285637
0.102377 0.0282775 -0.280919
0.10248 -0.0411659 -0.277181
0.102557 -0.122035 -0.277368
0.142359 -0.122101 -0.279228
0.205176 -0.122214 -0.244672
0.10233 0.0677884 -0.233664
0.102625 -0.122015 -0.229334
0.10243 0.000231059 -0.230205
0.102541 -0.0674745 -0.230649
0.277033 -0.12238 -0.256649
0.140691 0.146289 -0.184276
0.144431 0.132168 -0.0456862
0.145355 0.0600701 -0.0456877
0.140629 -0.015384 -0.0456922
0.188242 -0.0633283 -0.045709
0.148492 -0.0534647 -0.0456977
-0.0700932 -0.0277195 -0.129321
-0.0268099 -0.0570268 -0.184839
-0.0348839 0.0721939 -0.278952
-0.0761145 -0.0307902 -0.282305
-0.0475713 -0.147543 -0.0853437
-0.107511 -0.172229 -0.0567133
-0.0950649 -0.120219 -0.104676
-0.189802 -0.123859 -0.0595895
-0.12866 -0.0600052 -0.0793298
